PQ_Neoplastic,PQ_Inflammatory,PQ_Connective,PQ_Dead,PQ_Epithelial,mPQ,F1_detection,fold,best_epoch,best_val_loss
0.19271346508078732,0.17461365733358963,0.12533660467071964,0.06944870166325245,0.17130631596418888,0.14668374894250757,0.31343080747923546,1,29,2.306476071937797
0.1638181169979735,0.16286162579223226,0.09983134251399835,0.032422894729084134,0.15122075661870904,0.12203094733039946,0.3058992703580749,2,30,2.0101189541816713
0.20122645531280958,0.18918260853558755,0.12744938523493532,0.08183717395740486,0.189956105965253,0.15793034580119808,0.3254717361991425,3,30,2.240942867760806
